repo,category,subcat,stars,star_1d,star_1d_pct,star_7d,star_7d_pct,forks,description,top_devs,contributors,created_at,updated_at,downloads*
microsoft/promptflow,AI engineering,AIE framework,9442,5,0.05%,29,0.31%,856,"Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.","zhengfeiwang, D-W-, brynn-code",94,2023-06-30,2024-11-01,130
ray-project/llm-numbers,Tutorials,,4098,5,0.12%,8,0.20%,140,Numbers every LLM developer should know,"waleedkadous, scottsun94, ufmayer",7,2023-05-17,2023-08-27,0
ashawkey/stable-dreamfusion,Model repo,Multimodal,8278,5,0.06%,15,0.18%,729,Text-to-3D & Image-to-3D & Mesh Exportation with NeRF + Diffusion.,"ashawkey, claforte, abesmon",17,2022-10-06,2023-05-17,0
google-deepmind/deepmind-research,Model repo,Agent,13202,5,0.04%,23,0.17%,2597,This repository contains implementations and illustrative code to accompany DeepMind publications,"derpson, Augustin-Zidek, alimuldal",72,2019-01-15,1000-01-01,0
google-deepmind/alphageometry,Model repo,Multimodal,4148,5,0.12%,7,0.17%,464,,thtrieu,1,2023-10-09,1000-01-01,0
HigherOrderCO/Bend,Model development,Modeling & training,17399,5,0.03%,26,0.15%,427,"A massively parallel, high-level programming language","developedby, imaqtkatt, LunaAmora",43,2023-08-29,2024-10-29,0
facebookresearch/nougat,Applications,Info aggregation,8933,5,0.06%,12,0.13%,568,Implementation of Nougat Neural Optical Understanding for Academic Documents,"lukas-blecher, rajveer43, erip",14,2023-06-07,2023-09-18,86700
gpt-engineer-org/gpt-engineer,Applications,Coding,52318,5,0.01%,65,0.12%,6808,Platform to experiment with the AI Software Engineer. Terminal based. NOTE: Very different from https://gptengineer.app,"ATheorell, AntonOsika, similato87",100+,2023-04-29,2024-09-12,0
stitionai/devika,Applications,Coding,18455,5,0.03%,22,0.12%,2396,"Devika is an Agentic AI Software Engineer that can understand high-level human instructions, break them down into steps, research relevant information, and write code to achieve the given objective. Devika aims to be a competitive open-source alternative to Devin by Cognition AI.","mufeedvh, ARajgor, nalaso",46,2024-03-21,2024-09-19,0
tatsu-lab/stanford_alpaca,Model repo,,29508,5,0.02%,31,0.11%,4051,"Code and documentation to train Stanford's Alpaca models, and generate the data.","lxuechen, rtaori, YannDubs",5,2023-03-10,2023-04-16,0
jina-ai/clip-as-service,AI engineering,AI interface,12440,5,0.04%,12,0.10%,2071,"🏄 Scalable embedding, reasoning, ranking for images and sentences with CLIP","hanxiao, ZiniuYu, numb3r3",53,2018-11-12,2023-12-20,0
HazyResearch/ThunderKittens,Model development,Inference optimization,1624,4,0.25%,61,3.76%,65,Tile primitives for speedy kernels,"benjaminfspector, Aaryan0404, simran-arora",8,2024-03-04,2024-10-25,0
leondz/garak,AI engineering,Evals,1404,4,0.28%,33,2.35%,167,the LLM vulnerability scanner,"leondz, jmartin-tech, erickgalinkin",25,2023-05-10,2024-10-30,0
getzep/graphiti,AI engineering,AIE framework,1343,4,0.30%,28,2.08%,66,"Build and query dynamic, temporally-aware Knowledge Graphs","danielchalef, prasmussen15, paul-paliychuk",6,2024-08-08,2024-11-04,0
n4ze3m/page-assist,Applications,Workflow automation,1489,4,0.27%,26,1.75%,142,Use your locally running AI models to assist you in your web browsing,"n4ze3m, Abubakar115e, colin-campbell",13,2023-04-09,2024-11-04,36
SuperDuperDB/superduperdb,Infrastructure,Data management,4793,4,0.08%,83,1.73%,463,Superduper: build end-2-end AI applications and templates using your existing data infrastructure and tools of choice,"blythed, kartik4949, rec",43,2022-08-30,2024-11-04,84
argmaxinc/WhisperKit,Infrastructure,Serving,3860,4,0.10%,57,1.48%,327,On-device Speech Recognition for Apple Silicon,"ZachNagengast, jkrukowski, finnvoor",25,2024-01-26,2024-11-05,0
TransformerLensOrg/TransformerLens,AI engineering,Evals,1544,4,0.26%,22,1.42%,301,A library for mechanistic interpretability of GPT-style language models,"neelnanda-io, bryce13950, alan-cooney",89,2022-08-26,2023-06-21,0
InternLM/lagent,AI engineering,Agent,1842,4,0.22%,23,1.25%,193,A lightweight framework for building LLM-based agents,"liujiangning30, Harold-lkk, braisedpork1964",31,2023-08-20,2024-10-31,0
Link-AGI/AutoAgents,AI engineering,Agent,1202,4,0.33%,14,1.16%,147,[IJCAI 2024] Generate different roles for GPTs to form a collaborative entity for complex tasks.,"iCGY96, shiyemin, s1w3",10,2023-08-21,2024-04-16,0
InternLM/lmdeploy,Infrastructure,Serving,4576,4,0.09%,53,1.16%,416,"LMDeploy is a toolkit for compressing, deploying, and serving LLMs.","lvhan028, AllentDan, grimoire",78,2023-06-15,2024-11-05,199
MzeroMiko/VMamba,Model repo,Multimodal,2169,4,0.18%,25,1.15%,135,VMamba: Visual State Space Models，code is based on mamba,"MzeroMiko, sunsmarterjie, neverbiasu",4,2024-01-11,2024-10-28,4403
zjunlp/EasyEdit,AI engineering,Prompt engineering,1893,4,0.21%,21,1.11%,232,[ACL 2024] An Easy-to-use Knowledge Editing Framework for LLMs.,"pengzju, XeeKee, tbozhong",42,2023-05-09,2024-11-02,0
josStorer/RWKV-Runner,AI engineering,AIE framework,5242,4,0.08%,54,1.03%,498,"A RWKV management and startup tool, full automation, only 8MB. And provides an interface compatible with the OpenAI API. RWKV is a large language model that is fully open source and available for commercial use.","josStorer, eltociear, LonghronShen",10,2023-05-05,2024-09-14,35735
noahshinn/reflexion,AI engineering,Agent,2408,4,0.17%,22,0.91%,234,[NeurIPS 2023] Reflexion: Language Agents with Verbal Reinforcement Learning,"cassanof, noahshinn, noahshinn024",6,2023-03-22,2023-08-04,0
modelscope/agentscope,AI engineering,Agent,5168,4,0.08%,45,0.87%,316,Start building LLM-empowered multi-agent applications in an easier way.,"DavdGao, pan-x-c, qbc2016",30,2024-01-12,2024-11-05,0
dvlab-research/LISA,Model repo,Multimodal,1842,4,0.22%,16,0.87%,128,"Project Page for ""LISA: Reasoning Segmentation via Large Language Model""","X-Lai, tianzhuotao, yukang2017",9,2023-08-01,2023-10-30,0
NVIDIA/NeMo-Guardrails,AI engineering,Evals,4150,4,0.10%,35,0.84%,390,NeMo Guardrails is an open-source toolkit for easily adding programmable guardrails to LLM-based conversational systems.,"drazvan, schuellc-nvidia, Pouyanpi",62,2023-04-18,2024-11-04,0
lucidrains/x-transformers,Model repo,,4753,4,0.08%,36,0.76%,411,A concise but complete full-attention transformer with a set of promising experimental features from various papers,"lucidrains, gurvindersingh, jbcdnr",24,2020-10-24,2024-10-29,0
evidentlyai/evidently,Infrastructure,Monitoring,5342,4,0.07%,39,0.73%,594,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics.","elenasamuylova, emeli-dral, Liraim",71,2020-11-25,2024-11-01,55
DSXiangLi/DecryptPrompt,Lists,,2669,4,0.15%,17,0.64%,272,总结Prompt&LLM论文，开源数据&模型，AIGC应用,"DSXiangLi, gordonhu608, aFlyBird0",5,2023-02-10,2023-12-18,0
knuckleswtf/scribe,Applications,Coding,1739,4,0.23%,11,0.63%,314,Generate API documentation for humans from your Laravel codebase.✍,"shalvah, mpociot, james2doyle",100+,2020-05-02,2024-10-18,0
SHI-Labs/OneFormer,Model repo,,1485,4,0.27%,9,0.61%,134,"OneFormer: One Transformer to Rule Universal Image Segmentation, arxiv 2022 / CVPR 2023","praeclarumjj3, honghuis, alihassanijr",5,2022-11-02,2023-04-18,0
refuel-ai/autolabel,Model development,Dataset engineering,2080,4,0.19%,12,0.58%,147,"Label, clean and enrich text datasets with LLMs.","rajasbansal, DhruvaBansal00, nihit",19,2023-03-23,2024-11-01,31
turboderp/exllamav2,Model development,Inference optimization,3627,4,0.11%,18,0.50%,278,A fast inference library for running LLMs locally on modern consumer-class GPUs,"turboderp, SinanAkkoyun, awtrisk",46,2023-08-30,2024-11-02,305347
wgwang/LLMs-In-China,Lists,,5462,4,0.07%,27,0.49%,448,中国大模型,"wgwang, shizhediao, liyaooi",7,2023-05-22,2024-05-15,0
time-series-foundation-models/lag-llama,Model repo,,1241,4,0.32%,6,0.48%,154,Lag-Llama: Towards Foundation Models for Probabilistic Time Series Forecasting,"ashok-arjun, kashif, araghukas",5,2024-02-07,2024-09-08,0
shibing624/MedicalGPT,Model development,Modeling & training,3325,4,0.12%,15,0.45%,498,MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练(PT)、有监督微调(SFT)、RLHF、DPO、ORPO。,"shibing624, LIE624, princepride",10,2023-06-02,2024-08-25,0
lavague-ai/LaVague,Applications,Workflow automation,5441,4,0.07%,24,0.44%,495,Large Action Model framework to develop AI Web Agents,"lyie28, JoFrost, mbrunel",25,2024-02-26,2024-10-15,0
pezzolabs/pezzo,AI engineering,AIE framework,2509,4,0.16%,11,0.44%,209,"🕹️ Open-source, developer-first LLMOps platform designed to streamline prompt design, version management, instant delivery, collaboration, troubleshooting, observability and more.","arielweinberger, ItayElgazar, eylonmiz",19,2023-04-22,2024-07-23,0
ibis-project/ibis,Infrastructure,Data management,5261,4,0.08%,21,0.40%,594,the portable Python dataframe library,"cpcloud, ibis-squawk-bot[bot], kszucs",100+,2015-04-17,2024-11-05,125
Giskard-AI/giskard,AI engineering,Evals,4044,4,0.10%,16,0.40%,263,🐢 Open-Source Evaluation & Testing for ML & LLM systems,"andreybavt, kevinmessiaen, mattbit",49,2022-03-06,2024-11-04,254
nus-apr/auto-code-rover,Applications,Coding,2704,4,0.15%,10,0.37%,284,A project structure aware autonomous software engineer aiming for autonomous program improvement. Resolved 30.67% tasks (pass@1) in SWE-bench lite and 38.40% tasks (pass@1) in SWE-bench verified with each task costs less than $0.7.,"crhf, yuntongzhang, Marti2203",12,2024-04-08,2024-10-30,0
OpenAccess-AI-Collective/axolotl,Model development,Modeling & training,7853,4,0.05%,29,0.37%,864,Go ahead and axolotl questions,"winglian, NanoCode012, tmm1",100+,2023-04-14,2024-10-31,0
TabbyML/tabby,Applications,Coding,21700,4,0.02%,80,0.37%,986,Self-hosted AI coding assistant,"wsxiaoys, icycodes, liangfung",99,2023-03-16,2024-11-05,4941
triton-inference-server/server,Infrastructure,Serving,8289,4,0.05%,30,0.36%,1478,The Triton Inference Server provides an optimized cloud and edge inferencing solution. ,"GuanLuo, tanmayv25, CoderHam",100+,2018-10-04,2024-11-04,205780
open-mmlab/mmpretrain,Model development,Modeling & training,3438,4,0.12%,12,0.35%,1060,OpenMMLab Pre-training Toolbox and Benchmark,"mzr1996, Ezra-Yu, LXXXXR",100+,2020-07-09,2024-11-01,0
microsoft/TypeChat,AI engineering,Prompt engineering,8222,4,0.05%,25,0.30%,389,TypeChat is a library that makes it easy to build natural language interfaces using types.,"DanielRosenwasser, steveluc, umeshma",30,2023-06-20,2024-09-04,0
jessevig/bertviz,Model development,Toolings,6916,4,0.06%,21,0.30%,778,"BertViz: Visualize Attention in NLP Models (BERT, GPT2, BART, etc.) ","jessevig, cyber-raskolnikov, martinsotir",5,2018-12-16,2022-07-24,0
bbycroft/llm-viz,Tutorials,,3968,4,0.10%,12,0.30%,433,3D Visualization of an GPT-style LLM,"bbycroft, iblech",2,2023-03-01,2023-12-05,0
arc53/DocsGPT,Applications,Info aggregation,14977,4,0.03%,45,0.30%,1590,"Chatbot for documentation, that allows you to chat with your data. Privately deployable, provides AI knowledge sharing and integrates knowledge into your AI workflow","dartpain, ManishMadan2882, siiddhantt",100+,2023-02-02,2024-11-05,89
netease-youdao/EmotiVoice,Model repo,Multimodal,7406,4,0.05%,20,0.27%,632,EmotiVoice 😊: a Multi-Voice and Prompt-Controlled TTS Engine,"syq163, netease-youdao, huaxuanW",11,2023-11-08,2023-12-01,87
KillianLucas/01,Applications,Workflow automation,4970,4,0.08%,13,0.26%,523,"The #1 open-source voice interface for desktop, mobile, and ESP32 chips.","KillianLucas, tyfiero, MikeBirdTech",45,2024-01-11,2024-10-02,0
gofireflyio/aiac,Applications,Coding,3510,4,0.11%,9,0.26%,275,Artificial Intelligence Infrastructure-as-Code Generator.,"ido50, liavyona, goreleaserbot",9,2022-12-07,2024-10-29,7484
LouisShark/chatgpt_system_prompt,Lists,Prompt engineering,8172,4,0.05%,20,0.24%,1184,A collection of GPT system prompts and various prompt injection/leaking knowledge.,"0xeb, LouisShark, WooodHead",10,2023-11-01,2024-09-30,0
facebookresearch/pytorch3d,Model development,Modeling & training,8779,4,0.05%,21,0.24%,1313,PyTorch3D is FAIR's library of reusable components for deep learning with 3D data,"bottler, nikhilaravi, davnov134",100+,2019-10-25,1000-01-01,0
kyrolabs/awesome-langchain,Tutorials,,7599,4,0.05%,18,0.24%,523,😎 Awesome list of tools and projects with the awesome LangChain framework,"sbusso, MCKevmeister, seawatts",47,2023-02-28,2024-07-20,0
microsoft/semantic-kernel,AI engineering,Agent,21860,4,0.02%,47,0.22%,3254,Integrate cutting-edge LLM technology quickly and easily into your apps,"markwallace-microsoft, shawncal, stephentoub",100+,2023-02-27,2024-11-05,80
facebookresearch/seamless_communication,Model repo,Multimodal,10913,4,0.04%,22,0.20%,1057,Foundational Models for State-of-the-Art Speech and Text Translation,"cndn, kauterry, mavlyutovr",35,2023-08-01,2024-08-15,0
PaddlePaddle/PaddleSpeech,Model development,Modeling & training,11105,4,0.04%,22,0.20%,1846,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming TTS with text frontend, Speaker Verification System, End-to-End Speech Translation and Keyword Spotting. Won NAACL2022 Best Demo Award.","zh794390558, yt605155624, Jackwaterveg",100+,2017-11-14,2024-11-04,0
pytorch-labs/gpt-fast,Model development,Inference optimization,5643,4,0.07%,11,0.19%,512,Simple and efficient pytorch-native transformer text generation in <1000 LOC of python.,"yanboliang, Chillee, mikekgfb",20,2023-10-17,2024-09-16,0
zilliztech/GPTCache,Infrastructure,Serving,7209,4,0.06%,13,0.18%,502,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. ,"SimFG, cxie, jaelgu",42,2023-03-24,2024-09-03,289
artidoro/qlora,Model development,Modeling & training,10025,4,0.04%,15,0.15%,820,QLoRA: Efficient Finetuning of Quantized LLMs,"artidoro, TimDettmers, tobi",15,2023-05-11,2023-07-24,0
joke2k/faker,AI engineering,Dataset engineering,17742,4,0.02%,26,0.15%,1932,Faker is a Python package that generates fake data for you.,"fcurella, joke2k, jremes-foss",100+,2012-11-12,2024-10-15,0
google/jax,Model development,Modeling & training,30403,4,0.01%,44,0.14%,2789,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more","hawkinsp, mattjj, jakevdp",100+,2018-10-25,2024-11-05,0
showlab/Show-o,Model repo,Multimodal,1009,3,0.30%,41,4.06%,43,"Repository for Show-o, One Single Transformer to Unify Multimodal Understanding and Generation.","Sierkinhane, JosephPai, zhengshou",6,2024-08-09,2024-08-30,0
jujumilk3/leaked-system-prompts,AI engineering,Prompt engineering,1143,3,0.26%,23,2.01%,142,Collection of leaked system prompts,"jujumilk3, OneTop4458, wassname",11,2023-05-16,2024-10-28,0
michaelfeil/infinity,Infrastructure,Serving,1422,3,0.21%,25,1.76%,114,"Infinity is a high-throughput, low-latency REST API for serving text-embeddings, reranking models, clip, clap and colpali","michaelfeil, wirthual, chiragjn",23,2023-10-11,2024-11-05,0
guinmoon/LLMFarm,AI engineering,AI interface,1328,3,0.23%,22,1.66%,85,llama and other  large language models on iOS and MacOS offline using GGML library.,guinmoon,1,2023-06-14,1000-01-01,208
trypromptly/LLMStack,AI engineering,AIE framework,1582,3,0.19%,22,1.39%,235,"No-code multi-agent framework to build LLM Agents, workflows and applications with your data","ajhai, vegito22, Balu-Varanasi",8,2023-08-06,2024-10-31,0
dauparas/ProteinMPNN,Model repo,,1015,3,0.30%,13,1.28%,300,Code for the ProteinMPNN paper,"dauparas, sokrypton, roccomoretti",6,2022-05-26,2022-11-29,0
noamgat/lm-format-enforcer,AI engineering,Prompt engineering,1512,3,0.20%,16,1.06%,67,"Enforce the output format (JSON Schema, Regex etc) of a language model","noamgat, aw632, AriX",10,2023-09-21,2024-09-28,0
BAAI-Agents/Cradle,Applications,Workflow automation,1842,3,0.16%,19,1.03%,160,"The Cradle framework is a first attempt at General Computer Control (GCC). Cradle supports agents to ace any computer task by enabling strong reasoning abilities, self-improvment, and skill curation, in a standardized general environment with minimal requirements.","DVampire, tellarin, XinrunXu",7,2024-03-03,2024-10-23,0
eric-mitchell/direct-preference-optimization,Model development,Modeling & training,2146,3,0.14%,20,0.93%,174,Reference implementation for DPO (Direct Preference Optimization),eric-mitchell,1,2023-06-22,2023-07-23,0
moj-analytical-services/splink,AI engineering,Dataset engineering,1349,3,0.22%,12,0.89%,147,"Fast, accurate and scalable probabilistic data linkage with support for multiple SQL backends","RobinL, ADBond, RossKen",60,2019-11-22,2024-10-30,0
langchain4j/langchain4j,AI engineering,AIE framework,4797,3,0.06%,42,0.88%,946,Java version of LangChain,"langchain4j, jdubois, crutcher",100+,2023-06-20,2024-11-05,0
huggingface/autotrain-advanced,Model development,Modeling & training,3963,3,0.08%,31,0.78%,479,🤗 AutoTrain Advanced,"abhishekkrthakur, SBrandeis, liveaverage",22,2020-12-15,2024-10-16,0
embeddings-benchmark/mteb,AI engineering,Evals,1927,3,0.16%,15,0.78%,263,MTEB: Massive Text Embedding Benchmark,"Muennighoff, KennethEnevoldsen, NouamaneTazi",100+,2022-04-05,2024-11-05,573
google/oss-fuzz-gen,Applications,Coding,918,3,0.33%,7,0.76%,102,LLM powered fuzzing via OSS-Fuzz.,"DavidKorczynski, DonggeLiu, arthurscchan",18,2024-01-25,2024-11-05,0
hendrycks/test,AI engineering,Evals,1196,3,0.25%,9,0.75%,91,Measuring Massive Multitask Language Understanding | ICLR 2021,"hendrycks, Helw150, xksteven",5,2020-09-07,2023-04-24,0
Agenta-AI/agenta,AI engineering,AIE framework,1251,3,0.24%,9,0.72%,184,"The all-in-one LLM developer platform: prompt management, evaluation, human feedback, and deployment all in one place.","mmabrouk, aybruhm, bekossy",61,2023-04-26,2024-11-05,0
THUDM/ImageReward,Model repo,Multimodal,1157,3,0.26%,8,0.69%,64,[NeurIPS 2023] ImageReward: Learning and Evaluating Human Preferences for Text-to-image Generation,"xujz18, Xiao9905, tongyx361",8,2023-04-01,2024-09-26,0
